Price,Close,High,Low,Open,Volume
Ticker,2303.TW,2303.TW,2303.TW,2303.TW,2303.TW
Date,,,,,
2000-01-04,24.083698272705078,24.28693512711859,23.372364123804875,23.778841959394228,332630460
2000-01-05,23.982086181640625,24.083703599632937,23.37236929339703,23.575608256144893,292754299
2000-01-06,23.473989486694336,23.982084800930018,23.3723679477894,23.982084800930018,248928848
2000-01-07,22.762653350830078,23.067509688966506,22.152938611175895,22.864270754621334,269228882
2000-01-10,23.37236976623535,23.575608733094874,21.74646834826748,21.74646834826748,380487972
2000-01-11,22.559412002563477,23.98208026398746,22.35617515334656,23.77884135138943,286306727
2000-01-12,23.16912841796875,23.169128417968754,22.4577982972185,22.559415706821994,181892693
2000-01-13,22.559412002563477,23.169124613595343,22.55941200256348,22.965889827759536,162467818922
2000-01-14,22.86427116394043,23.270749039907592,22.559414820346426,22.86427116394043,201569289
2000-01-17,23.37236976623535,23.677230279906297,23.27075234618725,23.575608733094874,150538291
2000-01-18,22.86427116394043,23.372366445518015,22.762653758330007,23.372366445518015,118179571
2000-01-19,22.559412002563477,23.169124613595343,22.55941200256348,22.86426830807941,131704223
2000-01-20,22.559412002563477,22.661033522243603,22.051318847830625,22.55941200256348,161466136
2000-01-21,23.067514419555664,23.372370820210765,22.864275443531096,22.96589699492513,146733969027
2000-01-24,23.77884292602539,23.982081852081908,23.372365073912352,23.372365073912352,280150047
2000-01-25,23.880464553833008,23.982081953911496,23.47398669999404,23.77884302699201,165332179
2000-01-26,25.404747009277344,25.506368547653974,24.388560512851893,24.388560512851893,509931527
2000-01-27,25.404747009277344,26.014461795866698,25.09989064767341,26.014461795866698,294787896
2000-01-28,24.490177154541016,24.998272450161686,24.388559746122024,24.998272450161686,220776993
2000-01-31,24.89665412902832,24.89665412902832,24.083700447809377,24.185319915884413,123849502
2000-02-01,24.99827766418457,25.303138206553626,24.59179969220164,25.303138206553626,138152648
2000-02-02,24.99827766418457,24.99827766418457,24.99827766418457,24.99827766418457,0
2000-02-03,24.99827766418457,24.99827766418457,24.99827766418457,24.99827766418457,0
2000-02-04,24.99827766418457,24.99827766418457,24.99827766418457,24.99827766418457,0
2000-02-07,24.99827766418457,24.99827766418457,24.99827766418457,24.99827766418457,0
2000-02-08,24.99827766418457,24.99827766418457,24.99827766418457,24.99827766418457,0
2000-02-09,25.303136825561523,25.81122807266407,25.099893723898926,25.81122807266407,205640473
2000-02-10,24.795034408569336,25.2015123105581,24.388560633343566,25.2015123105581,142264579
2000-02-11,24.89665412902832,25.40474527925945,24.69341519287825,24.998271533722008,248857310
2000-02-14,24.89665412902832,25.607986278790875,24.795032597571932,25.099888938415692,231418814
2000-02-15,24.89665412902832,25.099888938415692,24.59179366142186,24.89665412902832,132398164
2000-02-16,24.795034408569336,25.2015123105581,24.59179545757495,24.99827335956372,96313793
2000-02-17,24.490177154541016,24.693416098141853,24.185320802521186,24.59179456296001,169811146
2000-02-18,23.982086181640625,24.795035842487223,23.88046876364831,24.69341842449491,168258311
2000-02-21,22.559412002563477,23.77884135138943,22.55941200256348,23.77884135138943,204879305
2000-02-22,22.762653350830078,23.067509688966506,22.05132120738464,22.152938611175895,220926964
2000-02-23,22.356178283691406,22.762654102421696,22.356178283691406,22.762654102421696,94785922
2000-02-24,22.661039352416992,22.762656771478763,22.35618090508676,22.559417806591938,96072827
2000-02-25,22.86427116394043,22.86427116394043,22.457797414736003,22.762653758330007,131295083
2000-02-28,22.86427116394043,22.86427116394043,22.86427116394043,22.86427116394043,0
2000-02-29,22.86427116394043,23.270749039907592,22.86427116394043,23.169127507534434,93814074
2000-03-01,23.16912841796875,23.37236736393864,23.06751100836526,23.270749954335145,103782874
2000-03-02,22.661039352416992,23.372369539375946,22.559417806591938,23.372369539375946,77321238
2000-03-03,22.661039352416992,22.762656771478763,22.45780038753017,22.559417806591938,54058051
2000-03-06,22.457801818847656,22.864275647764075,22.356182329927663,22.864275647764075,79299876
2000-03-07,22.152942657470703,22.559418537023635,21.9497078127668,22.25456420658607,89830876
2000-03-08,22.051321029663086,22.35617736534254,21.949703626690813,22.15293843263536,83254277
2000-03-09,22.661039352416992,22.661039352416992,22.152941940199938,22.152941940199938,89730328
2000-03-10,21.746461868286133,22.965889115935,21.746461868286136,22.965889115935,121241490
2000-03-13,20.323801040649414,20.831894312791302,20.323801040649414,20.730278959773464,197750221
2000-03-14,20.628658294677734,20.730279842165896,19.714089127864394,19.917323969314015,192705540
2000-03-15,20.120563507080078,20.730280428978254,19.91732453311402,20.527041455012196,168651829
2000-03-16,19.612464904785156,20.12056019262003,18.799511206220526,18.799511206220526,249527376
2000-03-17,19.91732406616211,19.91732406616211,19.40922870654074,19.612467675741964,322737936
2000-03-20,19.3076114654541,19.3076114654541,19.3076114654541,19.3076114654541,19713548
2000-03-21,20.628658294677734,20.628658294677734,18.69789635018122,18.69789635018122,307675855
2000-03-22,20.83189582824707,21.339991200732907,20.323802519142976,20.62865891728178,233479025
2000-03-23,22.254560470581055,22.254560470581055,21.339987315894643,21.543226253243038,250847711
2000-03-24,22.051321029663086,22.457796831696125,21.949703626690813,22.457796831696125,178769243
2000-03-27,23.57560920715332,23.57560920715332,22.356181571620912,22.356181571620912,197371979
2000-03-28,24.083698272705078,24.38855664939709,23.778841959394228,24.38855664939709,277777118920
2000-03-29,23.880464553833008,24.185318817449726,23.677225626913526,24.185318817449726,153859273
2000-03-30,24.591796875,25.201513763126087,23.982086177018765,23.982086177018765,344904162
2000-03-31,23.982086181640625,24.59179687973936,23.88046876364831,24.38856204375473,164745578225
2000-04-03,23.982086181640625,23.98208618164062,23.98208618164062,23.98208618164062,0
2000-04-04,23.982086181640625,23.98208618164062,23.98208618164062,23.98208618164062,0
2000-04-05,24.99827766418457,25.303138206553626,24.286943276596297,24.286943276596297,227783546
2000-04-06,23.77884292602539,25.30313074468679,23.77884292602539,24.998270292220763,219765704
2000-04-07,23.57560920715332,24.185324056610373,23.372370236207068,23.982087149045825,161019549
2000-04-10,24.28693962097168,24.998273901491256,23.473989989515037,23.473989989515037,292980520
2000-04-11,23.77884292602539,24.18531871475718,23.67722552637838,24.083699251728923,132788196
2000-04-12,22.965892791748047,23.778844420297848,22.965892791748047,23.57560548146971,145425077
2000-04-13,22.152942657470703,22.356181628938025,21.74646884129948,21.9497078127668,219826704
2000-04-14,20.83189582824707,21.644847598871714,20.730280467837034,20.93351325203885,238392897
2000-04-17,19.815702438354492,19.815702438354492,19.10437032391917,19.10437032391917,181554560
2000-04-18,20.83189582824707,21.0351348025941,20.323802519142976,20.730280467837034,182132143
2000-04-19,20.22218132019043,21.33998721689549,20.120559788606307,21.33998721689549,132531715
2000-04-20,20.52703857421875,20.628655983558918,19.71408691920876,20.222182219435364,92166119
2000-04-21,19.714086532592773,20.120560288744905,19.612464998482633,19.612464998482633,130066568
2000-04-24,18.90113067626953,19.71408428607803,18.90113067626953,19.71408428607803,103420654
2000-04-25,19.91732406616211,19.91732406616211,18.596279019880914,18.69789644109984,166989715
2000-04-26,19.00275993347168,20.222187749455028,18.799516805686103,20.120566185562236,135289884
2000-04-27,19.714086532592773,19.714086532592773,19.002754364254436,19.510843464372496,144450010
2000-04-28,21.03512954711914,21.035129547119137,19.81570219584728,19.917319594250685,256423426
2000-05-01,21.03512954711914,21.035129547119137,21.035129547119137,21.035129547119137,0
2000-05-02,21.746461868286133,22.051318164353088,21.543222961987468,21.9497007745848,206859407
2000-05-03,20.730274200439453,21.644841054972527,20.730274200439453,21.543223661902807,156718656
2000-05-04,20.323801040649414,21.339989648314774,20.018944664687965,20.933511729190727,147635366
2000-05-05,21.54322624206543,21.543226242065426,19.917320934265955,20.1205598715089,166880357
2000-05-08,21.64484405517578,21.949704530166276,21.339987706948083,21.44160511410305,186385049
2000-05-09,21.64484405517578,21.64484405517578,21.64484405517578,21.64484405517578,0
2000-05-10,25.754316329956055,26.632303636338637,25.75431632995606,26.193311014837988,272766688
2000-05-11,25.16899299621582,25.315325946366695,24.72999827252612,25.022660046064942,128542577
2000-05-12,26.339651107788086,26.339651107788082,25.315330585911873,25.75432332667438,137950184
2000-05-15,25.607990264892578,26.63231078337629,25.461659351789717,26.63231078337629,93891704
2000-05-16,27.071304321289062,27.217637290937052,25.75432203812935,26.193316820309832,164745727
2000-05-17,28.095617294311523,28.68094282655811,27.65662262928128,27.80295143311644,231459124
2000-05-18,27.949289321899414,27.94928932189941,27.363961622434886,27.656627535548704,116993148
2000-05-19,27.65662384033203,27.802952650574756,27.36395796632146,27.510290903326744,65075344
2000-05-22,26.485973358154297,27.363960752681468,26.485973358154297,27.071301039014397,88601490
2000-05-23,25.900651931762695,26.632306376201154,25.75431897949351,26.485973423931966,68995404
2000-05-24,25.461654663085938,25.607985549242315,25.02265994123536,25.16899289077319,78865786
2000-05-25,25.022663116455078,25.900654734949345,24.87633427511194,25.754321766842775,73734944
2000-05-26,25.315324783325195,25.461653599990473,24.729997136375854,24.876330079803875,76133555
2000-05-29,25.315324783325195,25.90065036689316,25.168991839897174,25.31532478332519,58958664
2000-05-30,25.315324783325195,25.31532478332519,25.31532478332519,25.31532478332519,0
2000-05-31,27.363962173461914,27.94928988471316,27.071302444599485,27.94928988471316,198036592
2000-06-01,26.632307052612305,27.363961515633427,26.632307052612305,27.217634749792296,63749675
2000-06-02,26.778642654418945,27.51029718973002,26.778642654418945,27.217637438987342,110559813
2000-06-05,26.924962997436523,27.07129592168073,26.63230127571031,26.924962997436523,56553474842
2000-06-06,26.924962997436523,26.924962997436523,26.924962997436523,26.924962997436523,0
2000-06-07,27.510290145874023,27.510290145874023,26.632302864922714,26.92496460411274,121034714287
2000-06-08,27.363962173461914,28.09562284421677,27.217635404103095,27.80295692520955,142517212
2000-06-09,27.65662384033203,27.802952650574756,27.510290903326744,27.802952650574756,104072826
2000-06-12,27.217632293701172,27.949286690698553,27.217632293701172,27.802953747917716,65053942
2000-06-13,26.924962997436523,27.217628845924935,26.778634199954517,26.924962997436523,63218332335
2000-06-14,26.924962997436523,27.363955580025838,26.778634199954517,27.217628845924935,86123795335
2000-06-15,26.485973358154297,26.924968087108628,26.339646596393,26.77863926196584,77502341
2000-06-16,26.193309783935547,26.485969454468407,26.04697685359734,26.485969454468407,74023227
2000-06-19,25.754316329956055,26.33964395205282,25.607983392741225,26.193311014837988,56947143
2000-06-20,25.461654663085938,26.193313220630724,25.461654663085938,26.193313220630724,46836049
2000-06-21,25.461654663085938,25.900651448317976,25.461654663085938,25.754318498780144,68767075
2000-06-22,26.193309783935547,26.339642714273758,25.168989588474023,25.31532251881223,88438051
2000-06-23,25.607990264892578,26.193318044067702,25.607990264892578,25.90065621786198,54476304
2000-06-26,25.022663116455078,25.461657894011353,24.87633427511194,25.461657894011353,68591403
2000-06-27,25.022663116455078,25.31532905266822,24.87633427511194,25.16899608456165,48848735
2000-06-28,25.461654663085938,25.607985549242315,25.02265994123536,25.02265994123536,72286370
2000-06-29,24.729997634887695,25.75431794262542,24.43733793227628,25.75431794262542,88622171
2000-06-30,25.022663116455078,25.31532905266822,24.437341560937384,24.87633427511194,96281055
2000-07-03,24.58366584777832,25.16899142161888,23.99833821055642,25.022658480622738,66417868
2000-07-04,23.998334884643555,24.876326218796184,23.998334884643555,24.583662440745307,63559477
2000-07-05,25.16899299621582,25.46165476975464,23.70568000175878,24.291005612217887,118081376
2000-07-06,24.29100799560547,24.730000698986835,24.291007995605472,24.583669797859713,61066181
2000-07-07,23.559345245361328,24.43733668880839,23.559345245361328,24.144670810944728,84751403
2000-07-10,23.413013458251953,23.705679350513552,22.827691990635795,23.55934640438275,85542807
2000-07-11,23.413013458251953,23.85201229664435,23.120351692753168,23.41301345825195,55118668
2000-07-12,23.413013458251953,23.705679350513552,23.41301345825195,23.55934640438275,45241873
2000-07-13,23.998334884643555,24.29100072607548,23.70567523335478,23.70567523335478,97722181
2000-07-14,24.437339782714844,24.583668613410122,23.998340910339593,24.14467386779801,111560104
2000-07-17,24.29100799560547,24.876333663495622,24.144675031096682,24.876333663495622,64027648
2000-07-18,23.852012634277344,24.43733823694179,23.70567968607515,24.43733823694179,42788685
2000-07-19,23.852012634277344,24.43733823694179,23.70567968607515,24.43733823694179,42788685
2000-07-20,22.827695846557617,23.70568335473993,22.827695846557617,23.559350383891413,76273538
2000-07-21,22.5350284576416,23.120354113300273,21.949706928746178,22.827694380543374,104710478
2000-07-24,21.949703216552734,22.388695836516895,21.949703216552734,22.242362899814232,64678920
2000-07-25,21.364376068115234,22.242363390806076,21.364376068115234,21.65703782121841,71126283
2000-07-26,21.80337142944336,22.24236407255362,21.364376722951715,21.364376722951715,78795369
2000-07-27,21.80337142944336,21.80337142944336,21.07171702425959,21.80337142944336,70315841
2000-07-28,22.388700485229492,22.388700485229492,21.218049128825832,21.364380032530864,75142542
2000-07-31,21.949703216552734,22.242362899814232,21.80337027985007,22.242362899814232,30183169
2000-08-01,21.657039642333984,22.388698213378888,21.657039642333984,22.24236526114101,37343367
2000-08-02,21.510709762573242,21.949704471007816,21.510709762573242,21.657038580876243,57964991
